index,BPOP,BRK-B,BXP,BXS,C,CACI,CAG,CAH,CASY,CAT,CB,CBSH,CBT,CCL,CFR,CHE,CHRW,CI,CIEN,CINF,CKH,CL,CLI,CLX,CMA,COF,COHR,COO,COP,COST,CPB,CPT,CR,CREE,CSCO,CSGP,CSL,CTAS,CTL,CVS,CVX,CW,D,DD,DE,DGX,DIS,DISH,DLTR,DOV
2000-01-03,-0.038773504979557706,-0.036165250151871706,-0.014155302248313647,-0.02718617550771675,-0.0494643878359255,0.0,0.00823069275497172,0.029583685072281183,0.02950055912558005,0.03266144035508185,-0.022728244942508996,-0.0337748485178389,-0.02170569521868184,-0.0198023471271278,-0.057444204431113234,-0.015402313703837019,-0.015847838570705285,-0.02673048247055249,-0.03315220731690085,-0.021266403907523195,-0.014598809150144972,-0.04322845755332373,-0.021818906077523362,-0.023855466289165184,-0.03681458977339558,-0.042390523374740176,-0.02603700518912117,-0.02096514928858633,-0.03656463669841087,-0.02496729970108326,-0.03786413686737068,-0.03436747762125055,-0.03195153519029018,-0.016980843607497843,0.008713022934341312,-0.13402927662783706,-0.04255903356366137,-0.016607860059277568,-0.04589169140847062,-0.053109486623231096,-0.035245530503562585,-0.0033959786696915,-0.02908118641034393,-0.007511890609868989,-0.011593835832540951,-0.018575903658402983,0.021142342198045755,-0.02400357375361572,0.00899169063920404,-0.033616662167667184
2000-01-04,-0.03309997567447892,-0.035172174964079435,-0.016427922527909325,-0.011880827890714265,-0.06328128331766521,-0.04809979479441123,-0.01931098991900688,-0.011471967844417768,-0.02651082278814342,-0.012936610218142516,-0.007692343514973636,-0.04488505833076314,-0.028619479411816664,-0.012072706170331808,-0.02604234045682223,-0.03612103130577494,-0.034122068102803604,-0.003992339273776853,-0.0448093341528111,-0.001024061879219608,-0.01980265702520217,-0.02645169670813003,-0.004914246300972364,-0.02704607264505339,-0.0425598039558595,-0.0642680990358135,-0.014493028756391413,0.008438890903333168,-0.019499240144315956,-0.056332194831956166,-0.03761150300732567,-0.02597560736964294,0.0064724856645622785,-0.09196507354441023,-0.05773639401153562,0.031375122567753405,-0.029414188468047837,-0.04151987157320125,-0.040879675144883394,-0.008298752629146002,0.0,0.010152204296882126,0.024292863734586945,-0.027713184684907213,-0.00145866407980626,-0.0020859240856598467,0.05692597872860398,-0.03746273468908613,-0.0012796009620017225,-0.018692087650808115
2000-01-05,-0.03672361915865352,0.016298294179314263,0.008247662371198125,0.0,0.03941402281390345,-0.01754430965090939,-0.016854311723053298,0.068137687263818,0.0265108227881434,0.023167233941165,-0.05965923543204112,0.01584198888492998,0.025478715881035608,0.033181769660582665,0.010498280734120496,-0.006920493782990561,-0.013311442985975796,-0.004007572615681588,-0.0668129427289914,0.010193731027168649,0.007472068602231755,-0.03461243958643135,-0.01990108400170685,0.02577411837320295,-0.0029028207555103504,-0.02335794573343536,0.0405300339455125,0.006282708116828449,-0.01845342766836613,0.01694332996840803,-0.002457591178682174,0.0023895472769232626,0.022329454521088282,-0.02228734430343286,-0.003068544521243547,-0.029385072159743564,0.03303062730214682,0.011159372752170127,0.007168614253620548,0.05354117669164093,0.017777925351984986,-0.010152204296882034,0.02683637239355853,0.03194516791712496,0.023088794224423174,-0.008385595445229842,0.040663819408973005,-0.003414221274399993,0.0012796009620018587,0.004344230133510647
2000-01-06,-0.005000176603828377,0.040729695800920285,0.018311446555471542,0.003975762484546744,0.04717875851668287,0.02043866767727396,0.027934608887088472,0.03414088009920899,0.008683025143409063,0.04963784295544428,0.05190753802744416,0.003921566275474497,0.024846458749462685,0.014257556721375794,0.02322714116532341,0.013793146669919385,0.00501282632405158,0.04706704168811415,-0.08109015722986701,0.006066874948841016,0.0,-0.0021365457305657968,0.03214103463110001,0.008866650012941135,0.028655687008427976,0.044772505941042,0.06774594001316811,0.0,0.033805815827938526,0.019887915290071882,0.020870576326967063,0.018912932484260802,-0.009508591885491632,-0.11580252737364118,-0.01673442573474974,-0.01401424337481179,0.026715473586265075,0.0055334835703325005,-0.01149455393978902,-0.07374356828895405,0.041702348389730366,-0.003406653027080613,0.010844606341626262,0.0277668482938686,0.05008030478132583,0.004201843562119814,-0.040663819408972984,-0.10596859789326936,0.017744405277993886,0.004326446283642701
2000-01-07,0.0,0.008830078960954705,0.03564722645947385,0.007905065406167647,-0.004618973469806829,-0.011628037995118986,0.021799206387519136,0.08643292434405009,0.019971583739962103,0.03216432754506728,0.12080440642211165,0.005853412040145115,-0.0061541485806992655,-0.011650229634617456,0.020202319359258,0.03587819829466375,0.0132453208690337,0.04275126547976178,0.13976194237515865,0.019960880497155338,-0.009975086170217915,0.05816750874185188,0.007272918517626891,0.05400126562020312,-0.0014138064072648894,0.02785688530656129,0.046916942534262235,0.008316350737073461,0.0,0.0641364289389484,0.018755660847396032,0.01856237810307757,0.0,0.10489180226747816,0.05708949831433721,-0.015236455242090068,-0.015943074742314583,0.049052841571040944,-0.00870790429932184,0.023530550590614856,0.01745289915693076,0.0,0.0,0.02211753993317561,-0.0013579665164811592,0.039059055489492886,-0.0159365621996077,0.03805011824454586,0.03578422165064581,0.026970765054109308
2000-01-10,-0.04616221712024965,-0.0038536794182433814,0.007752471461031608,-0.007905065406167608,-0.003478398539129135,0.034486176071169404,-0.008118513717986917,-0.0500649185056137,0.016808233499817082,-0.03337648650970953,0.03056276586858022,-0.01964645083699739,0.027398963154860196,0.04331894448450775,-0.025318053534198824,-0.008849055001548712,0.043449931731708136,-0.0058912292774748465,0.10860200958199774,-0.02805842368954271,-0.02281474150726753,0.026880782070365213,0.021506309494585613,-0.010811506542910592,-0.03307237182435201,-0.012439621678224084,0.13976194237515865,0.0020678331238715387,-0.0027740551062754248,0.020605082727817668,-0.03262052437251973,-0.01156090266861204,0.003179408210483495,0.1109146829277222,0.03651460943062093,0.005104656311683053,-0.02531812348079529,0.022511802616532482,0.028737520824052336,-0.0016629475147969413,-0.027360820722978275,0.010186228191202516,0.0,-0.025775543017119176,0.020175336973943917,0.017982688844698873,0.13976194237515865,0.03524285184611792,0.03688702824376484,0.020790819966585987
2000-01-11,0.020780071958245886,-0.018931411720462817,-0.009699246922647118,-0.03636812437357893,-0.01285770576946009,-0.011363758650315208,0.0320877450776168,0.006673785072702485,-0.03966545371196073,-0.015882592279043508,-0.04795463143479098,-0.0059705163635524,-0.01208449614814367,0.007453755640594484,-0.015503893342051309,-0.011173380268079559,-0.015873428536050015,-0.02618908199568622,-0.06415024701116326,-0.008163062783622466,0.03402972191967449,0.004899629765235973,0.0,0.00961577704173114,-0.02666858699264946,-0.03251160103341319,-0.16251892949777494,-0.006217465901381882,-0.001389187547363489,-0.03617236422286258,0.010416664469833184,-0.004662338940120634,-0.003179408210483438,-0.03928113793954721,-0.030629187166635336,0.057384683780952614,-0.020352354023063218,-0.05998255663965055,-0.007107344734720335,0.003322127185881987,-0.0092891629865193,-0.008481600366726764,0.003076800975547017,-0.009666103625493222,0.0,-0.0019819122749829424,0.01039887620413677,-0.054459969001899686,-0.03809980703437657,0.0041068030117222785
2000-01-12,-0.007742083056026437,-0.01929685193407242,-0.01571765453262013,-0.04202238846071808,0.034685529849363086,0.0028530689824064807,0.002627666986755886,0.017582944973177025,-0.0352979477968076,0.017094751243685546,0.034486055299090504,0.001994066654593167,0.00303537678649358,-0.04687398500424051,0.005194347842757682,0.013392615393810682,0.00796828212666062,0.0015150308058710699,-0.018809331957496227,0.008163062783622525,-0.04823256270425341,0.006818875853981268,-0.01428602626310966,-0.0011971282397329358,0.017858417543095126,0.012847954968259022,0.13976194237515865,0.010341228400514005,-0.019663416981051042,-0.0013656178868788641,-0.012163767945360771,-0.004683546966116817,-0.016052103364072628,0.04979964213076735,-0.025558935446702964,0.03402974858631147,0.0018674513577612323,-0.028274943870425506,0.008522746562976559,-0.0016591796710852267,-0.0035956492166318256,0.00170202520260499,0.007651149600638742,0.019239565696254568,-0.01881737045746283,-0.0039764586645245565,-0.07331237988723238,0.01113187771640112,-0.018371671283419704,0.009517158382506335
2000-01-13,0.007742083056026396,0.008559224498172134,0.0059227121075821725,-0.017316074884885936,0.011299400172004115,0.014144507386164525,-0.02929641877818105,0.022618052306331786,0.08738497892717413,0.01083664342829009,0.06876686527308523,0.025566784382336324,0.02395275088270436,0.036922917356550816,0.03812457440127439,0.026260348050328727,0.009478417144080532,0.018747988619599813,0.053400776727115455,0.012121965685087107,0.016763646635806713,0.006773870124106561,0.0,0.052490314706889064,0.01027067475333247,0.02521139543826038,0.009104780013019328,0.018349238361783284,0.0014170523559257214,0.03688037123392143,0.017331496842222,0.009345885906237405,0.0287102902542036,0.018512191008358724,0.02262031077769772,0.07861188756965325,0.0,0.08023442217016764,0.0014130202359838118,-0.02013510087043623,0.009322577843950013,0.003395978669691613,0.013626624750212282,0.0018135905913339687,0.004062099277272846,0.03714988189493466,0.03284933181815573,0.04896592111659048,0.030434466412027707,-0.010884031889262735
2000-01-14,-0.033990195027839384,-0.034097524045426215,-0.0059227121075821725,-0.02207623003016667,0.041810050886450505,-0.014144507386164625,-0.03296958842543355,0.011646829945924695,-0.009648542147415713,-0.004801785271646824,0.04031575821560732,0.0019397104424748609,0.08503743117155338,0.011187537194169721,0.034316723945366785,0.017130729700813332,0.006269446104339957,-0.04249477564513302,0.0667236320429075,-0.024391942513881642,0.0025542648712345703,-0.02341536940663816,0.0,-0.013730350585782824,0.02877927357352295,0.03533038568719908,0.0015093912074553054,0.002018285557285083,-0.008534544624367611,0.03302334297157793,-0.029644347054650088,0.0,-0.02225821609444084,0.012395346454717949,0.01286558482346358,0.043704434234729035,-0.013145326913248215,0.004592424293315713,0.008439092265806214,-0.02749290594268852,-0.006444671767545661,-0.0033959786696915,0.001502415546144896,0.007220564822752423,0.03974039071144018,-0.04515006202865443,-0.0365667522254274,0.0146497317441971,0.02486809535499253,-0.008242016082942161
