index,NAV
1962-01-03,0.014286316913089878
1962-01-04,-0.011891158217736158
1962-01-05,0.009524014964875463
1962-01-08,-0.014319695915849766
1962-01-09,-0.009662112302619277
1962-01-10,0.0
1962-01-11,0.007255227460066621
1962-01-12,0.019093724011263143
1962-01-15,-0.007117582431225084
1962-01-16,0.007117582431225145
1962-01-17,-0.007117582431225084
1962-01-18,-0.014388971762181185
1962-01-19,0.014388971762181162
1962-01-22,0.0
1962-01-23,0.007117582431225145
1962-01-24,0.007066767983463466
1962-01-25,-0.0047051558034265795
1962-01-26,-0.014252770397773024
1962-01-29,0.007151909384205681
1962-01-30,0.023475098155617238
1962-01-31,-0.014018702528604312
1962-02-01,0.0023496211899809412
1962-02-02,0.0
1962-02-05,0.0
1962-02-06,0.01860576037570812
1962-02-07,0.01145439701150063
1962-02-08,-0.0022801425411751643
1962-02-09,0.0
1962-02-12,0.009090665934871395
1962-02-13,0.0
1962-02-14,-0.0090906659348713
1962-02-15,0.0022801425411750624
1962-02-16,0.011325298690332377
1962-02-19,0.0067342610411297785
1962-02-20,0.0
1962-02-21,-0.008989076564499335
1962-02-23,0.00674929118026136
1962-02-26,0.0022397853842378657
1962-02-27,0.0022349556408452946
1962-02-28,0.0
1962-03-01,0.017699033368805857
1962-03-02,-0.004395278361814178
1962-03-05,0.0
1962-03-06,-0.008849918051739222
1962-03-07,-0.013423053637227495
1962-03-08,0.01785804417185674
1962-03-09,-0.00443499053462931
1962-03-12,0.006270162673604944
1962-03-13,-0.0067193570651689506
1962-03-14,-0.009029773154220624
1962-03-15,0.011274333206110073
1962-03-16,-0.0022445600518893913
1962-03-19,-0.006764692310434257
1962-03-20,-0.009090664516012523
1962-03-21,0.009090664516012571
1962-03-22,-0.006810458842281275
1962-03-23,0.006810458842281258
1962-03-26,-0.013667423436252994
1962-03-27,0.004576758920240627
1962-03-28,0.01809991687833625
1962-03-29,-0.0044944803869579626
1962-03-30,-0.01360543649137825
1962-04-02,0.0
1962-04-03,-0.011481385087848527
1962-04-04,0.009195652313711649
1962-04-05,-0.004587191098090107
1962-04-06,0.006872923872227253
1962-04-09,-0.009174251002950629
1962-04-10,0.0
1962-04-11,-0.009259518828836045
1962-04-12,-0.009346175786504344
1962-04-13,0.018605694615340368
1962-04-16,-0.006936677003041635
1962-04-17,-0.002322841825794325
1962-04-18,-0.014051403471105723
1962-04-19,0.004705227684601343
1962-04-23,-0.002349688214716025
1962-04-24,0.009367498510034216
1962-04-25,0.0
1962-04-26,-0.011723037979919566
1962-04-27,-0.019048379102923882
1962-04-30,0.004795624109611579
1962-05-01,0.0023898868490795635
1962-05-02,0.007134188814662257
1962-05-03,0.01645171730948997
1962-05-04,-0.018823896954747187
1962-05-07,0.0023721796452571987
1962-05-08,-0.00713418881466232
1962-05-09,0.00950126495542322
1962-05-10,-0.036104792870748484
1962-05-11,-0.0298530914362978
1962-05-14,0.029853091436297757
1962-05-15,0.03373771672998773
1962-05-16,-0.002372179645257209
1962-05-17,-0.009547126156937778
1962-05-18,0.0023952301384531673
1962-05-21,-0.004795624109611696
1962-05-22,-0.02927044876586833
1962-05-23,-0.017478918739171553
1962-05-24,0.017478918739171415
1962-05-25,-0.02252912523672725
1962-05-28,-0.028243476838711368
1962-05-29,0.018064922343716868
1962-05-31,0.04010604333100176
1962-06-01,-0.022361262118778338
1962-06-04,-0.02287268372725128
1962-06-05,0.0278849186502734
1962-06-06,0.029559007907634386
1962-06-07,-0.004866624518272479
1962-06-08,-0.014741719792885606
1962-06-11,0.004938118633948065
1962-06-12,-0.018109110006689896
1962-06-13,-0.030930123380422017
1962-06-14,-0.01583140487455377
1962-06-15,0.02105281909343844
1962-06-18,-0.026386546655404925
1962-06-19,-0.008053131749459643
1962-06-20,-0.008119452479660567
1962-06-21,-0.0164385195052725
1962-06-22,0.002758197262789323
1962-06-25,-0.002758197262789198
1962-06-26,-0.0055407997026737325
1962-06-27,-0.00836784945447894
1962-06-28,0.030347168662425237
1962-06-29,0.02150631179108671
1962-07-02,0.01583140487455382
1962-07-03,-0.010526743088538707
1962-07-05,0.007905565434006421
1962-07-06,0.0
1962-07-09,0.023347078143997183
1962-07-10,0.015267683291471034
1962-07-11,-0.010152761348435594
1962-07-12,-0.0206194082136157
1962-07-13,0.01806504758151999
1962-07-16,-0.005127695931068254
1962-07-17,-0.020779943523868933
1962-07-18,-0.010554592283231348
1962-07-19,0.002649026849224985
1962-07-20,0.007905565434006421
1962-07-23,0.0026211776545323434
1962-07-24,-0.010526743088538707
1962-07-25,-0.013315495287323596
1962-07-26,0.002677105939341973
1962-07-27,0.0
1962-07-30,0.00798936249875652
1962-07-31,-0.013351193015319434
1962-08-01,-0.0053908765872474505
1962-08-02,0.0
1962-08-03,0.0026995753543507237
1962-08-06,-0.008119452479660567
1962-08-07,-0.0164385195052725
1962-08-08,0.019151949853511287
1962-08-09,0.002706446777071189
1962-08-10,0.013423019701941891
1962-08-13,-0.016129466479013047
1962-08-14,0.002706446777071189
1962-08-15,0.013423019701941891
1962-08-16,-0.0026703125981315484
1962-08-17,-0.010752707103810237
1962-08-20,0.010752707103810209
1962-08-21,0.002670312598131516
1962-08-22,0.0026634149638349557
1962-08-23,0.0
1962-08-24,0.0
1962-08-27,-0.008010833501308523
1962-08-28,0.002677105939341973
1962-08-29,0.002670312598131516
1962-08-30,-0.0026703125981315484
1962-08-31,0.002670312598131516
1962-09-04,-0.008032143114694336
1962-09-05,-0.002691301232896835
1962-09-06,-0.01356930441246984
1962-09-07,0.005449851932809187
1962-09-10,0.010810753712557556
1962-09-11,-0.0005447403113408118
1962-09-12,-0.005464543132223517
1962-09-13,0.005464543132223478
1962-09-14,-0.0027286804116197533
1962-09-17,-0.0054793731969508645
1962-09-18,0.00820805360857076
1962-09-19,0.008141154939489765
1962-09-20,-0.005420115747168247
1962-09-21,-0.016438578723600508
1962-09-24,0.0027585039726368854
1962-09-25,-0.005525221724727881
1962-09-26,0.011019714151146422
1962-09-27,-0.011019714151146292
1962-09-28,0.005525221724727832
1962-10-01,-0.005525221724727881
1962-10-02,0.011019714151146422
1962-10-03,-0.002743510476347116
1962-10-04,-0.005509485922708264
1962-10-05,0.01643857872360049
1962-10-08,-0.010929092800892286
1962-10-09,0.010929092800892323
1962-10-10,0.005420115747168287
1962-10-11,-0.008141154939489905
1962-10-12,0.0027210391923216176
1962-10-15,0.01884304276921614
1962-10-16,-0.002670252557032324
